combined_info
Product Name: PARFAIT Plus Size Black Solid Non-Wired Non Padded Sports Bra P5542. Product Brand: PARFAIT. Gender: Women. Price (INR): 1749. Number of Images: 3. Description: Black solid full-coverage Sports bra with mesh detailNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort. Primary Color:  Red
"Product Name: her by invictus Women Tan Brown Cushioned Slip-on Shoes. Product Brand: her by invictus. Gender: Women. Price (INR): 949. Number of Images: 6. Description: A pair of pointed closed toe tan brown slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backSynthetic upperFoam Cushioned footbedTextured and patterned outsole. Primary Color:  Brown"
"Product Name: DKNY Unisex Black Medium Trolley Bag. Product Brand: DKNY. Gender: Unisex. Price (INR): 13320. Number of Images: 6. Description: Black solid medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining, two compression straps with click clasps and one zip pocketOne exterior zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer. Primary Color:  Black"
"Product Name: Parx Men Yellow & Off-White Slim Fit Checked Casual Shirt. Product Brand: Parx. Gender: Men. Price (INR): 647. Number of Images: 4. Description: Yellow and off-white checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket. Primary Color:  Yellow"
Product Name: Story@home Mauve & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers. Product Brand: Story@home. Gender: Unisex. Price (INR): 1799. Number of Images: 5. Description: Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Mauve and GreyPattern: Geometric. Primary Color:  Grey
"Product Name: Parx Men Blue & Off-White Slim Fit Printed Casual Shirt. Product Brand: Parx. Gender: Men. Price (INR): 779. Number of Images: 5. Description: Blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket. Primary Color: Blue"
"Product Name: her by invictus Women Green Cushioned Slip-Ons. Product Brand: her by invictus. Gender: Women. Price (INR): 1999. Number of Images: 6. Description: A pair of pointed toe green slip-ons with cushioned footbed, has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole. Primary Color:  Green"
"Product Name: Park Avenue Women Blue Skinny Fit Mid-Rise Clean Look Jeans. Product Brand: Park Avenue. Gender: Women. Price (INR): 569. Number of Images: 5. Description: Blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops. Primary Color: Blue"
"Product Name: Roadster Women Black Textured Open Toe Flats. Product Brand: Roadster. Gender: Women. Price (INR): 1699. Number of Images: 6. Description: A pair of black open-toed flats, has regular styling, no back strap detailSynthetic upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer. Primary Color:  Red"
"Product Name: her by invictus Women Black Textured Cushioned Flats. Product Brand: her by invictus. Gender: Women. Price (INR): 944. Number of Images: 6. Description: A pair of black pointed toe cushioned flats, has regular styling, slip-on detailSynthetic upperCushioned footbedTextured and patterned outsole. Primary Color:  Red"
